store_id,status,timestamp_utc
3.36128E+18,active,2023-01-24 19:04:58.044409 UTC
2.60162E+18,active,2023-01-24 19:05:06.491585 UTC
8.20776E+18,active,2023-01-24 19:08:20.564245 UTC
4.2493E+18,active,2023-01-21 23:03:19.159515 UTC
8.81974E+17,active,2023-01-25 03:02:21.151826 UTC
4.03177E+18,active,2023-01-25 15:01:08.85142 UTC
8.11725E+18,active,2023-01-25 15:01:26.666202 UTC
5.22312E+18,active,2023-01-25 15:02:37.736233 UTC
5.28115E+18,active,2023-01-24 22:04:47.935159 UTC
7.10325E+18,active,2023-01-24 22:05:30.813682 UTC
6.93787E+18,active,2023-01-24 22:05:32.597802 UTC
4.3599E+18,active,2023-01-24 22:05:34.178899 UTC
8.66895E+18,active,2023-01-24 22:06:09.810504 UTC
3.29698E+17,active,2023-01-24 22:06:21.237524 UTC
2.87384E+18,active,2023-01-24 22:07:09.690768 UTC
1.63498E+18,active,2023-01-19 20:10:40.15454 UTC
8.75404E+18,active,2023-01-24 23:00:37.675951 UTC
8.47866E+18,active,2023-01-24 23:01:00.176339 UTC
3.17353E+18,active,2023-01-24 23:01:12.178654 UTC
1.17278E+18,active,2023-01-24 23:01:20.331624 UTC
8.0509E+18,active,2023-01-24 23:01:26.483115 UTC
3.48538E+18,active,2023-01-25 10:12:16.118661 UTC
7.79157E+18,active,2023-01-25 11:02:42.259213 UTC
7.6478E+18,active,2023-01-25 11:03:07.295786 UTC
7.37239E+18,active,2023-01-25 11:03:29.467753 UTC
1.88609E+18,active,2023-01-25 11:04:58.483557 UTC
1.92123E+18,active,2023-01-25 11:05:45.58739 UTC
2.6708E+18,active,2023-01-25 11:05:57.750103 UTC
2.52997E+18,active,2023-01-19 17:00:27.412409 UTC
3.39015E+18,active,2023-01-19 17:00:34.642318 UTC
2.72317E+18,active,2023-01-19 17:00:39.388891 UTC
3.45717E+18,active,2023-01-19 17:03:03.899355 UTC
1.55769E+18,active,2023-01-19 17:04:28.588741 UTC
4.39569E+18,active,2023-01-25 13:06:39.780262 UTC
3.48054E+18,active,2023-01-25 13:06:44.992108 UTC
8.08018E+18,active,2023-01-25 13:08:44.604298 UTC
4.89479E+18,active,2023-01-25 14:00:48.208054 UTC
6.52973E+18,active,2023-01-25 14:03:41.134291 UTC
2.9373E+18,active,2023-01-25 14:05:58.143832 UTC
7.25706E+18,active,2023-01-24 05:54:49.493789 UTC
3.15153E+18,active,2023-01-24 05:54:54.692658 UTC
8.2588E+18,active,2023-01-24 05:57:10.818206 UTC
6.61452E+18,active,2023-01-24 05:57:28.659871 UTC
1.82644E+18,active,2023-01-20 14:04:55.444182 UTC
4.33325E+18,active,2023-01-20 14:04:55.899763 UTC
4.64473E+18,active,2023-01-24 15:02:26.964636 UTC
6.46863E+17,active,2023-01-24 15:02:43.643326 UTC
3.76246E+18,active,2023-01-24 15:03:21.834788 UTC
7.15077E+18,active,2023-01-24 15:03:32.952513 UTC
8.34574E+18,active,2023-01-24 15:04:09.160925 UTC
6.8079E+18,active,2023-01-24 15:04:12.578966 UTC
1.66684E+18,active,2023-01-22 13:04:56.292846 UTC
3.33363E+17,active,2023-01-25 00:09:18.266183 UTC
8.95761E+18,active,2023-01-25 00:09:47.994994 UTC
5.94559E+18,active,2023-01-25 00:10:46.770595 UTC
6.47242E+18,active,2023-01-25 00:12:05.296056 UTC
7.76161E+18,active,2023-01-25 00:12:19.309149 UTC
8.38976E+17,active,2023-01-25 14:06:58.798631 UTC
3.26626E+18,active,2023-01-25 14:08:28.714887 UTC
2.79581E+18,active,2023-01-25 14:11:04.460314 UTC
4.60593E+18,active,2023-01-25 14:12:25.856343 UTC
2.96231E+18,active,2023-01-25 06:01:32.362558 UTC
7.26876E+18,active,2023-01-25 06:01:45.454398 UTC
1.63057E+18,active,2023-01-25 06:02:20.08786 UTC
8.93734E+18,active,2023-01-25 06:03:02.095008 UTC
5.57304E+18,active,2023-01-25 06:00:54.35565 UTC
2.91903E+18,active,2023-01-25 06:01:28.688874 UTC
1.06918E+18,active,2023-01-25 06:06:02.318526 UTC
8.75844E+17,active,2023-01-19 12:04:26.377912 UTC
6.74182E+17,active,2023-01-19 12:06:54.210523 UTC
6.91921E+18,active,2023-01-19 12:00:03.08502 UTC
5.83352E+18,active,2023-01-19 12:02:56.987045 UTC
8.95777E+17,active,2023-01-19 12:04:37.839586 UTC
3.12837E+18,active,2023-01-19 12:06:37.770825 UTC
7.62383E+18,active,2023-01-21 06:04:00.559105 UTC
7.38045E+18,active,2023-01-21 06:12:23.008365 UTC
4.73502E+18,active,2023-01-21 06:12:37.046803 UTC
4.37935E+18,active,2023-01-25 14:06:36.018262 UTC
5.86829E+17,active,2023-01-25 14:06:53.745652 UTC
4.41171E+18,active,2023-01-25 14:07:07.317934 UTC
3.60262E+18,active,2023-01-25 14:07:07.613243 UTC
8.08824E+17,active,2023-01-25 14:07:38.823083 UTC
4.53712E+18,active,2023-01-25 14:08:10.611048 UTC
6.76842E+18,active,2023-01-24 20:08:19.163995 UTC
5.20421E+18,active,2023-01-24 20:10:18.697576 UTC
6.21861E+18,active,2023-01-24 20:11:11.866 UTC
4.03812E+18,active,2023-01-24 20:11:25.871796 UTC
4.52147E+18,active,2023-01-20 17:00:39.720316 UTC
6.1645E+18,active,2023-01-20 17:09:51.532362 UTC
2.74643E+18,active,2023-01-20 17:04:52.598814 UTC
3.59283E+18,active,2023-01-20 17:10:00.806175 UTC
6.08413E+18,active,2023-01-20 17:01:43.19795 UTC
2.96876E+18,active,2023-01-20 17:05:15.094708 UTC
6.86499E+18,active,2023-01-20 17:04:09.7892 UTC
2.34198E+18,active,2023-01-20 17:07:11.867557 UTC
8.81974E+17,active,2023-01-20 17:10:50.464248 UTC
1.54542E+18,active,2023-01-20 17:03:07.44763 UTC
3.98477E+18,active,2023-01-20 17:03:36.771558 UTC
6.60853E+18,active,2023-01-20 17:05:33.383609 UTC
2.97377E+18,active,2023-01-20 17:09:14.380024 UTC
4.07909E+18,active,2023-01-20 17:09:45.533643 UTC
4.39808E+18,active,2023-01-24 17:07:08.609856 UTC
8.1918E+18,active,2023-01-24 17:07:42.866544 UTC
2.66255E+18,active,2023-01-20 21:03:01.392143 UTC
6.89198E+18,active,2023-01-20 21:08:23.939693 UTC
6.74092E+18,active,2023-01-20 21:04:41.277452 UTC
7.99555E+18,active,2023-01-20 21:06:19.241381 UTC
7.22097E+18,active,2023-01-20 21:02:54.373116 UTC
2.54799E+18,active,2023-01-20 21:08:14.309744 UTC
4.78359E+18,active,2023-01-21 19:09:02.746705 UTC
3.42793E+18,active,2023-01-21 19:06:42.160921 UTC
3.87134E+18,active,2023-01-21 19:04:59.860098 UTC
4.0154E+18,active,2023-01-21 19:05:03.13437 UTC
1.40436E+18,active,2023-01-21 19:05:41.117784 UTC
2.09777E+18,active,2023-01-21 19:08:38.474069 UTC
5.04331E+17,active,2023-01-21 19:00:42.748704 UTC
7.74817E+17,active,2023-01-21 19:01:15.775827 UTC
7.22326E+18,active,2023-01-21 19:05:14.131336 UTC
4.46707E+18,active,2023-01-20 12:04:51.901703 UTC
2.10758E+18,active,2023-01-20 12:02:49.427229 UTC
5.5425E+18,active,2023-01-20 12:09:15.202265 UTC
5.037E+18,active,2023-01-20 12:06:29.384559 UTC
7.18459E+18,active,2023-01-20 12:04:37.028184 UTC
3.2615E+18,active,2023-01-20 12:03:35.49094 UTC
4.33656E+18,active,2023-01-20 12:07:56.701387 UTC
5.75067E+18,active,2023-01-20 09:06:01.314783 UTC
5.21983E+18,active,2023-01-20 09:07:26.815469 UTC
6.03445E+18,active,2023-01-20 09:06:12.09326 UTC
1.20928E+18,active,2023-01-20 09:13:26.381049 UTC
8.9155E+18,active,2023-01-20 09:11:07.630143 UTC
8.33567E+18,active,2023-01-20 09:08:08.675813 UTC
8.91137E+18,active,2023-01-20 09:03:07.973243 UTC
8.3154E+18,active,2023-01-20 09:01:30.688297 UTC
1.67054E+18,active,2023-01-20 09:05:19.611387 UTC
3.21177E+18,active,2023-01-24 23:02:00.79968 UTC
3.85122E+18,active,2023-01-24 19:09:57.647123 UTC
3.77794E+17,active,2023-01-24 19:09:57.94016 UTC
1.16668E+18,active,2023-01-24 19:09:59.501751 UTC
3.79475E+18,active,2023-01-24 19:10:46.573911 UTC
2.45403E+18,active,2023-01-24 20:01:51.004702 UTC
2.12371E+18,active,2023-01-25 17:00:51.617272 UTC
5.72367E+17,active,2023-01-25 17:03:29.326693 UTC
4.41896E+18,active,2023-01-25 17:05:27.549948 UTC
2.99758E+18,active,2023-01-25 17:06:28.157814 UTC
4.38627E+17,active,2023-01-25 17:06:45.560901 UTC
1.3002E+18,active,2023-01-25 17:07:32.943676 UTC
2.22844E+16,active,2023-01-25 17:07:36.188284 UTC
4.16953E+18,active,2023-01-25 17:08:15.699581 UTC
2.42279E+18,active,2023-01-18 23:16:24.623278 UTC
7.29308E+18,active,2023-01-18 23:17:33.031631 UTC
1.40436E+18,active,2023-01-18 23:29:30.08945 UTC
2.09777E+18,active,2023-01-18 23:00:24.640665 UTC
3.28349E+18,active,2023-01-18 23:19:42.365279 UTC
9.20496E+18,active,2023-01-18 23:07:18.216621 UTC
8.19096E+18,active,2023-01-18 23:09:08.355939 UTC
1.25726E+16,active,2023-01-18 23:13:24.901995 UTC
2.72034E+18,active,2023-01-18 23:06:34.251189 UTC
1.96444E+18,active,2023-01-18 23:08:29.048481 UTC
6.0379E+18,active,2023-01-24 07:05:50.55712 UTC
7.34323E+17,active,2023-01-24 07:06:02.635359 UTC
3.91939E+18,active,2023-01-21 15:01:26.125932 UTC
9.18411E+18,active,2023-01-21 15:03:29.308739 UTC
5.65846E+18,active,2023-01-21 15:03:53.978106 UTC
8.17772E+18,active,2023-01-21 15:04:35.104409 UTC
5.15922E+18,active,2023-01-25 12:02:56.152252 UTC
6.90832E+18,active,2023-01-25 12:04:00.628548 UTC
3.36511E+18,active,2023-01-19 09:14:34.029379 UTC
8.6915E+17,active,2023-01-19 09:15:03.474449 UTC
3.05363E+17,active,2023-01-19 09:15:12.924597 UTC
9.97236E+17,active,2023-01-19 09:15:16.081398 UTC
5.87185E+18,active,2023-01-19 14:00:15.976421 UTC
7.13552E+18,active,2023-01-19 14:00:29.899851 UTC
1.39444E+18,active,2023-01-19 14:00:31.867652 UTC
3.74743E+18,active,2023-01-19 14:00:44.176803 UTC
5.20016E+17,active,2023-01-19 14:03:22.930422 UTC
2.31897E+18,active,2023-01-19 14:04:29.410568 UTC
7.43557E+18,active,2023-01-19 14:06:30.551015 UTC
7.31275E+18,active,2023-01-20 23:08:26.617778 UTC
2.22522E+18,active,2023-01-20 23:10:28.188753 UTC
4.47687E+18,active,2023-01-20 23:03:17.963865 UTC
4.21391E+18,active,2023-01-20 23:01:29.86554 UTC
1.58748E+18,active,2023-01-20 23:03:52.118108 UTC
6.64223E+18,active,2023-01-20 23:07:10.738452 UTC
4.39565E+18,active,2023-01-20 23:00:47.836391 UTC
8.70577E+18,active,2023-01-20 23:05:07.492217 UTC
6.95708E+18,active,2023-01-20 23:05:53.480532 UTC
3.44282E+18,active,2023-01-20 23:09:23.619727 UTC
8.45278E+18,active,2023-01-20 23:04:58.932551 UTC
6.03445E+18,active,2023-01-24 20:05:26.293371 UTC
8.2357E+18,active,2023-01-24 20:05:58.202613 UTC
3.72739E+18,active,2023-01-24 14:01:44.637505 UTC
9.12082E+18,active,2023-01-24 14:03:28.188796 UTC
7.63392E+17,active,2023-01-24 14:04:40.918877 UTC
5.1016E+18,active,2023-01-24 14:05:02.815078 UTC
7.08644E+18,active,2023-01-25 16:11:28.499813 UTC
8.25928E+18,active,2023-01-25 16:12:33.178079 UTC
4.55893E+17,active,2023-01-25 17:05:57.755214 UTC
5.41782E+18,active,2023-01-25 17:06:54.882771 UTC
5.14812E+18,active,2023-01-25 17:08:48.087364 UTC
4.69065E+18,active,2023-01-25 17:08:56.039298 UTC
2.8881E+18,active,2023-01-24 21:01:14.62615 UTC
8.69604E+18,active,2023-01-24 21:01:45.151919 UTC
3.4709E+18,active,2023-01-24 21:01:47.40518 UTC
1.63545E+18,active,2023-01-24 21:01:59.875023 UTC
8.26792E+18,active,2023-01-21 10:02:58.527488 UTC
5.37744E+18,active,2023-01-21 10:03:10.291946 UTC
3.55274E+18,active,2023-01-21 10:03:28.154556 UTC
4.71575E+16,active,2023-01-21 10:03:49.016324 UTC
7.5381E+18,active,2023-01-21 10:04:16.682234 UTC
5.94697E+18,active,2023-01-21 17:02:13.135462 UTC
8.32806E+17,active,2023-01-21 17:04:10.761442 UTC
8.26202E+18,active,2023-01-24 16:02:18.308469 UTC
8.76621E+18,active,2023-01-24 16:03:33.308878 UTC
5.5248E+18,active,2023-01-24 16:04:00.045419 UTC
4.77297E+18,active,2023-01-24 16:04:30.325306 UTC
7.89887E+17,active,2023-01-24 16:05:33.127355 UTC
9.18061E+18,active,2023-01-24 16:05:48.926332 UTC
5.29577E+17,active,2023-01-21 19:06:14.281704 UTC
5.61668E+18,active,2023-01-21 19:06:38.411269 UTC
5.33216E+18,active,2023-01-21 11:01:03.146997 UTC
9.05743E+18,active,2023-01-21 11:02:40.006451 UTC
6.65416E+18,active,2023-01-21 11:02:49.321 UTC
1.74448E+18,active,2023-01-21 11:03:08.080789 UTC
2.67404E+17,active,2023-01-21 11:03:23.629688 UTC
1.78403E+18,active,2023-01-21 11:03:58.299584 UTC
3.64854E+18,active,2023-01-19 01:03:14.699418 UTC
5.70005E+17,active,2023-01-19 01:04:10.1912 UTC
6.8332E+18,active,2023-01-19 01:05:51.098009 UTC
1.68998E+18,active,2023-01-19 01:00:30.887418 UTC
3.56583E+18,active,2023-01-19 01:00:50.985628 UTC
6.4614E+18,active,2023-01-19 01:02:05.481758 UTC
1.77728E+18,active,2023-01-19 01:04:48.999417 UTC
1.93754E+18,active,2023-01-19 01:05:06.091962 UTC
1.80899E+18,active,2023-01-24 21:06:36.343861 UTC
3.13524E+18,active,2023-01-24 21:07:58.439131 UTC
6.22972E+18,active,2023-01-24 21:08:26.27724 UTC
7.4359E+18,active,2023-01-19 14:08:45.026341 UTC
1.73009E+17,active,2023-01-19 14:08:56.039306 UTC
4.56565E+18,active,2023-01-19 14:08:58.16736 UTC
3.13854E+18,active,2023-01-19 14:11:33.643096 UTC
4.06157E+18,active,2023-01-19 14:11:40.448037 UTC
4.6706E+18,active,2023-01-19 14:11:51.943106 UTC
2.5403E+18,active,2023-01-25 16:01:15.020534 UTC
8.85654E+18,active,2023-01-25 16:01:46.166054 UTC
4.76682E+18,active,2023-01-25 16:05:27.034314 UTC
6.43427E+18,active,2023-01-25 16:11:28.441911 UTC
2.00167E+17,active,2023-01-20 19:10:11.502952 UTC
6.61452E+18,active,2023-01-20 19:04:45.863855 UTC
5.20846E+18,active,2023-01-20 19:02:52.010049 UTC
4.36317E+18,active,2023-01-20 19:06:57.975348 UTC
5.79506E+18,active,2023-01-20 19:03:52.462573 UTC
6.9005E+18,active,2023-01-24 18:06:57.861764 UTC
2.93258E+18,active,2023-01-24 18:07:09.69202 UTC
9.17629E+18,active,2023-01-24 18:07:37.153392 UTC
9.01663E+17,active,2023-01-24 18:08:35.797947 UTC
7.77129E+18,active,2023-01-24 18:08:53.321792 UTC
6.82964E+18,active,2023-01-24 18:09:53.674689 UTC
4.71277E+18,active,2023-01-24 18:10:40.631611 UTC
3.1793E+18,active,2023-01-24 17:11:14.102484 UTC
8.46975E+18,active,2023-01-24 17:11:22.352775 UTC
7.5852E+17,active,2023-01-24 17:11:42.188818 UTC
2.26142E+18,active,2023-01-24 21:10:28.278663 UTC
1.16668E+18,active,2023-01-24 21:10:51.581733 UTC
1.74848E+18,active,2023-01-24 21:12:21.851833 UTC
1.29162E+18,active,2023-01-24 21:12:35.347955 UTC
2.83282E+18,active,2023-01-24 22:00:38.226974 UTC
6.55087E+18,active,2023-01-24 22:01:26.03028 UTC
5.54868E+17,active,2023-01-24 22:03:37.784919 UTC
8.0082E+18,active,2023-01-21 03:00:44.168115 UTC
3.57564E+18,active,2023-01-21 03:01:13.496341 UTC
7.23225E+18,active,2023-01-21 03:03:30.063087 UTC
1.31247E+18,active,2023-01-21 03:07:05.666191 UTC
8.65697E+18,active,2023-01-21 03:09:22.680835 UTC
1.2809E+18,active,2023-01-21 03:07:22.436815 UTC
1.16816E+18,active,2023-01-21 03:01:59.675088 UTC
2.31472E+17,active,2023-01-21 12:09:11.752415 UTC
1.21338E+18,active,2023-01-21 12:01:42.736761 UTC
8.71696E+17,active,2023-01-21 12:10:43.150691 UTC
8.15857E+18,active,2023-01-21 12:01:10.831532 UTC
8.42387E+18,active,2023-01-21 12:03:19.792898 UTC
7.59062E+18,active,2023-01-21 12:04:27.613296 UTC
6.90113E+18,active,2023-01-21 12:04:36.949092 UTC
3.6277E+18,active,2023-01-21 12:07:09.260342 UTC
4.57253E+18,active,2023-01-21 12:05:37.359047 UTC
7.31969E+17,active,2023-01-24 12:10:23.246984 UTC
7.79943E+18,active,2023-01-24 13:01:57.439854 UTC
6.35885E+18,active,2023-01-24 13:02:47.008797 UTC
2.25231E+18,active,2023-01-24 13:02:56.930782 UTC
1.91332E+17,active,2023-01-21 17:08:18.319999 UTC
8.2357E+18,active,2023-01-21 17:05:59.192967 UTC
1.19295E+18,active,2023-01-21 17:08:41.667098 UTC
5.54868E+17,active,2023-01-21 17:01:18.027386 UTC
8.72253E+18,active,2023-01-21 17:08:15.02914 UTC
8.08574E+18,active,2023-01-21 17:07:12.294907 UTC
8.54936E+18,active,2023-01-21 17:08:38.6027 UTC
6.27877E+18,active,2023-01-20 11:00:35.704973 UTC
6.03127E+18,active,2023-01-20 11:00:45.711219 UTC
1.73894E+18,active,2023-01-20 11:01:00.657691 UTC
4.06157E+18,active,2023-01-20 11:01:09.202447 UTC
6.27095E+18,active,2023-01-20 11:01:32.894921 UTC
5.81932E+18,active,2023-01-20 11:01:35.570643 UTC
5.6425E+18,active,2023-01-21 23:01:05.818523 UTC
3.74762E+18,active,2023-01-21 23:01:31.727155 UTC
3.2483E+18,active,2023-01-21 23:01:38.224696 UTC
4.0474E+18,active,2023-01-21 23:02:29.742537 UTC
4.24885E+18,active,2023-01-19 05:03:10.153175 UTC
7.42451E+18,active,2023-01-19 05:00:46.281512 UTC
5.01436E+18,active,2023-01-19 05:03:50.153736 UTC
7.78267E+18,active,2023-01-21 15:05:11.50416 UTC
5.7894E+18,active,2023-01-21 15:06:53.881318 UTC
4.74968E+18,active,2023-01-21 15:06:55.291446 UTC
5.89526E+18,active,2023-01-21 15:07:27.196028 UTC
7.06241E+18,active,2023-01-21 15:07:28.537906 UTC
4.46135E+18,active,2023-01-21 15:07:37.763406 UTC
1.82904E+18,active,2023-01-21 15:08:09.47145 UTC
5.81213E+18,active,2023-01-21 02:02:50.163773 UTC
4.04592E+18,active,2023-01-21 02:02:59.011108 UTC
2.63463E+16,active,2023-01-21 02:03:09.316754 UTC
6.60317E+18,active,2023-01-19 13:00:16.486562 UTC
8.73657E+18,active,2023-01-19 13:04:09.496485 UTC
8.91236E+18,active,2023-01-19 13:04:35.586641 UTC
9.05967E+18,active,2023-01-19 13:04:54.570251 UTC
3.3961E+18,active,2023-01-19 14:20:31.06081 UTC
2.76043E+18,active,2023-01-19 14:22:42.308398 UTC
7.34917E+16,active,2023-01-19 14:14:42.919008 UTC
4.76003E+18,active,2023-01-19 14:10:56.148987 UTC
3.20249E+18,active,2023-01-19 14:08:23.266922 UTC
1.05011E+18,active,2023-01-19 14:25:57.544784 UTC
9.20654E+18,active,2023-01-19 14:09:44.751075 UTC
6.07739E+18,active,2023-01-19 14:18:49.271005 UTC
8.9095E+18,active,2023-01-19 14:26:46.62598 UTC
1.2304E+18,active,2023-01-19 14:27:11.311129 UTC
6.1034E+18,active,2023-01-19 14:23:59.1511 UTC
5.152E+18,active,2023-01-19 14:31:03.883875 UTC
1.33102E+18,active,2023-01-19 14:23:04.435087 UTC
6.24519E+18,active,2023-01-19 14:13:43.960934 UTC
4.76044E+18,active,2023-01-19 14:24:21.212434 UTC
4.37494E+18,active,2023-01-19 14:19:45.565847 UTC
8.70901E+18,active,2023-01-19 14:09:58.736035 UTC
3.90989E+18,active,2023-01-19 14:18:21.106779 UTC
7.58733E+18,active,2023-01-19 14:19:43.766811 UTC
8.13572E+18,active,2023-01-19 14:24:00.227385 UTC
2.32892E+18,active,2023-01-19 14:07:50.294119 UTC
8.71696E+17,active,2023-01-19 14:23:52.804271 UTC
7.47642E+18,active,2023-01-19 14:22:33.204108 UTC
1.60078E+18,active,2023-01-19 14:25:45.901336 UTC
6.73324E+18,active,2023-01-19 14:13:59.203008 UTC
5.42328E+18,active,2023-01-20 10:01:58.061856 UTC
7.45609E+17,active,2023-01-25 06:05:11.924144 UTC
6.02562E+18,active,2023-01-25 06:06:20.629926 UTC
3.50773E+17,active,2023-01-25 06:07:04.24417 UTC
6.60728E+18,active,2023-01-25 06:07:12.098431 UTC
